user_id,age,age_band,country,city_tier,employment_status,industry,income_band,account_tenure_days
00c56d64c9b52565be546df6f6dead38,49,45-54,DE,1,employed_ft,finance,30-50k,182
00c715792f0691c46a071771c6a4fa29,53,45-54,IE,2,employed_ft,technology,50-75k,165
00ce68f2dfad09728b685938c8500bb9,33,25-34,DE,2,self_employed,education,50-75k,101
00e07dbe5c541ee1ab4f65ea0cd52b45,56,55+,DE,2,retired,other,50-75k,119
00f307c8f5450986fd0185b0eeb05c8f,33,25-34,ES,2,unemployed,other,30-50k,89
00fcebdad3faf9f3f1a07644bec9c7cc,40,35-44,DE,2,employed_pt,retail,50-75k,166
0104460f57589cd45b70ac2c9ffa98fc,46,45-54,FR,2,self_employed,technology,30-50k,94
0104a099dde9a1320f992a5ed31dd557,47,45-54,DE,2,retired,other,30-50k,75
010c955b3a2b5df6266914d0a0fe0312,58,55+,DE,3,employed_pt,other,50-75k,129
0113c8afe2b2b6e00af946e89df5d019,41,35-44,DE,2,unemployed,other,50-75k,149
01274b958a92d6b7a62f75d164347b97,33,25-34,AT,3,unemployed,other,50-75k,108
012ecf4e8e2d9b7d546a35f64297abc5,45,45-54,DE,1,employed_pt,healthcare,15-30k,124
012f0986a25b1059fc315fe7c507a10e,49,45-54,DE,1,self_employed,healthcare,75-100k,120
014815d9e268a7d9c0deff168b383c26,34,25-34,DE,2,employed_ft,technology,30-50k,128
014beb8e1cf70cd94784d8d684814098,45,45-54,DE,2,employed_ft,manufacturing,50-75k,127
015b9f629ea75b3fc55ed54133df275e,31,25-34,DE,1,self_employed,services,30-50k,122
015d38891d16c2bad857983ce566bb81,48,45-54,ES,2,employed_ft,hospitality,15-30k,119
0169ec4e24346e627213814479f87be8,40,35-44,AT,2,employed_ft,services,50-75k,103
01739f7794f71d6ce903e13b0e522997,52,45-54,DE,2,self_employed,healthcare,30-50k,105
01766a8f80e5ddbe8945de9aa3f11809,42,35-44,DE,2,employed_ft,hospitality,50-75k,116
017a1d141845e8317068dc86911720c3,36,35-44,ES,2,employed_ft,technology,15-30k,82
017b83284220b220c76d6105fa9bf661,50,45-54,DE,2,employed_pt,services,50-75k,114
017f94021e4398635f355403237ede31,29,25-34,DE,2,employed_ft,technology,15-30k,71
0184c87933b5015b97a530a2e9e0edb4,47,45-54,DE,2,employed_ft,services,30-50k,96
018ecc2f1d6b7aa44cc1cf3f5ce2f791,42,35-44,ES,2,employed_ft,retail,15-30k,85
019764182dade54a62d93a3674cf7d85,49,45-54,IE,3,employed_ft,finance,30-50k,150
01a00f8873d534515df7898514251ef5,61,55+,AT,2,employed_ft,other,50-75k,176
01afe628760d0c137d2267ef5342cd73,49,45-54,DE,2,self_employed,retail,50-75k,121
01b9ac965d5a29f0b7fa900e145bf8ca,62,55+,DE,1,employed_ft,healthcare,50-75k,145
01bbd6ff977e035068bcd1faf760e10e,34,25-34,FR,2,employed_ft,technology,30-50k,172
01bca19bbff42680499f0fca7c6e898d,37,35-44,DE,1,retired,other,30-50k,140
01c55f78fce6fff2d87dddb3ad2c9710,33,25-34,IE,2,self_employed,hospitality,30-50k,163
01cdf97f4d97cd176dd65276f3c8387c,39,35-44,IE,2,employed_ft,retail,50-75k,157
01cf69c315558b2c236e0c7858ee0b6a,41,35-44,DE,2,employed_pt,finance,30-50k,167
01db1f1c6f71245dba6e4ce20a7d2da1,43,35-44,FR,1,self_employed,retail,50-75k,126
01e6b3ce89dc0d280a6e884bd6e1ac85,55,55+,DE,2,retired,other,50-75k,94
01e96e95bc84869a7de5af13f645aa8b,33,25-34,FR,1,unemployed,other,15-30k,82
01f27a8d235a7cd521d10a29a70308cd,40,35-44,DE,2,employed_ft,retail,30-50k,141
01f47015104af7a3e52e3d33c43a7a4f,52,45-54,DE,2,employed_ft,education,75-100k,142
01f806b8932c51bd78141c9639d05712,40,35-44,AT,2,employed_ft,hospitality,50-75k,124
01fffe6ae90f29abf1d3458087983e96,54,45-54,ES,2,self_employed,education,30-50k,114
02035c20142ca03bbdbf538f0e30162a,36,35-44,DE,1,employed_ft,services,30-50k,157
02063d2f05f158361d4fc96d2cb18dd1,57,55+,AT,1,employed_ft,healthcare,50-75k,118
020a03934bb4ae6c40d79e8c0ea38ee0,48,45-54,DE,2,employed_ft,finance,30-50k,136
0216e91e1c7e9f6fcdeb91c6fbaa32bb,29,25-34,DE,3,retired,other,30-50k,133
0220e6f35c75a3563447ed422118bf4e,24,18-24,DE,2,employed_ft,retail,30-50k,106
02312be7954522c55cbb59428ed86b4d,51,45-54,DE,2,employed_ft,technology,30-50k,94
024961062d1131043304c3d590d476c1,51,45-54,DE,1,self_employed,services,50-75k,161
024a61bd2aa9afc94ae1005d9311d134,42,35-44,DE,2,employed_pt,other,30-50k,80
024b657c63c9f82f1d26d15c188d3872,55,55+,DE,1,employed_ft,finance,50-75k,167
0253a3c218468d7a7fb0e751910f6afb,23,18-24,DE,2,student,other,15-30k,136
025b7fc3974a8a913ce71208a147e11d,34,25-34,DE,2,self_employed,education,15-30k,138
025d41673088a0b19819aa990a51baff,25,25-34,IE,1,employed_pt,manufacturing,15-30k,127
025d94fe93c8cc6b00781c0a80f7f449,53,45-54,DE,1,unemployed,other,30-50k,118
025fa25424b2c1a86c5f539895983ace,57,55+,IE,2,employed_ft,finance,75-100k,179
02643e3517d7548de43b07bc93b4c8f4,46,45-54,ES,2,self_employed,retail,75-100k,121
0269f15d7acfc3aa01038d53154f53a4,37,35-44,AT,3,employed_ft,healthcare,50-75k,144
027d43c74f2cc4b79eb9f23beffa3e1a,42,35-44,AT,1,employed_ft,manufacturing,50-75k,98
0280201aa5b59b2ccbce94604e634fdd,43,35-44,FR,3,self_employed,finance,50-75k,170
0284601fc5c0249241c08ca274e00c10,57,55+,DE,1,employed_ft,technology,75-100k,184
029978241c46f5b5b3d16cafc88b7a64,41,35-44,DE,2,self_employed,finance,30-50k,137
029d79eb634b5b335ee39b41bbb8a40f,55,55+,AT,1,employed_ft,technology,50-75k,126
02a91eb00c0ecc8dee37973babde8ec6,47,45-54,AT,1,employed_ft,healthcare,30-50k,113
02aaf3566bcdfb26308670e72e13be0a,27,25-34,FR,3,employed_pt,manufacturing,30-50k,113
02ad722c8a03d1bb5d917e5f0e1f8c4b,46,45-54,DE,2,self_employed,technology,30-50k,159
02b893e5d4e72516c2c6eefc6279f61b,54,45-54,AT,3,employed_ft,technology,50-75k,142
02bbe6a914c77a3c401b496b569ee5b3,41,35-44,DE,2,unemployed,other,15-30k,120
02c15007c4985a458eadf05a282f5d85,42,35-44,DE,2,employed_ft,services,15-30k,139
02c2fad5fb285307804621ab9bb4ccda,46,45-54,DE,2,employed_ft,retail,50-75k,119
02d331fda81c27e60cac22ff765694b4,52,45-54,AT,2,employed_ft,services,50-75k,177
02d6eb1e38fca3b6b5b06da4ae876323,40,35-44,FR,2,employed_ft,technology,30-50k,116
02d74cc0b14b78c05e4a374753b2a215,37,35-44,DE,2,employed_ft,retail,50-75k,100
02d7f32086ff0fdffa18c037d70a27c2,36,35-44,FR,1,self_employed,retail,50-75k,155
02ecf96ef0dd5b35c95bc06c167f31de,27,25-34,DE,3,employed_pt,healthcare,30-50k,148
02edceb4b4cd34842039905f7c26ef48,46,45-54,DE,2,employed_ft,manufacturing,30-50k,126
02f34dca67e5e923ab839ebb5986c50b,35,35-44,DE,2,retired,other,30-50k,117
02fa3310b183c873f9a8d748c6c80cef,33,25-34,DE,3,employed_ft,services,30-50k,133
0305f96e3ee23292fe35d271732e6fcb,55,55+,DE,2,employed_ft,other,30-50k,171
03077215bd43b3c8598a88abddbc0d16,30,25-34,DE,2,employed_ft,services,15-30k,150
0312c045fdcbb67c0f7a1cd0e4d6a6ce,48,45-54,AT,1,employed_ft,other,50-75k,133
031382fc750902989e672ded1a9e2deb,53,45-54,ES,2,employed_ft,finance,50-75k,147
031da0fe047ff9aa8fba16e02e15e308,40,35-44,DE,2,employed_ft,healthcare,30-50k,165
032c0222f2dcd4fb5692c66c5de8a136,36,35-44,DE,2,employed_ft,hospitality,30-50k,141
0332e0223f63d56088d9c21f67493e03,35,35-44,DE,2,self_employed,retail,30-50k,114
0332fd709d3eb4a9fe96c635681d5b30,38,35-44,AT,1,self_employed,hospitality,30-50k,143
033f61fcd9dade1017a385402659043e,47,45-54,DE,3,student,other,15-30k,100
03417067236b0a70b498ad71ebc0a4ba,42,35-44,DE,2,employed_ft,retail,30-50k,108
03423c454b407d3b0238f97d99cce951,54,45-54,IE,1,employed_ft,hospitality,50-75k,111
034553129a0fcdd68d6ff0525635bb00,56,55+,FR,3,self_employed,services,30-50k,144
034ce803dfa50ba1af4673da7bbef67a,55,55+,DE,2,employed_ft,services,50-75k,128
03503f4f59fbf56cc52b06615c7ba4a9,42,35-44,DE,1,employed_ft,education,50-75k,175
0371de5851a8ada6844a868f66a8173d,46,45-54,DE,2,employed_pt,education,15-30k,87
0374870b9004974257ce969d992c5b77,46,45-54,ES,3,employed_ft,manufacturing,50-75k,114
0375864a44d3a5ec6dfbbd32c7c9d3b4,51,45-54,DE,2,student,other,30-50k,165
037e63e304d2cadfb9bdc63a6b9c2d1c,54,45-54,DE,3,employed_ft,education,30-50k,134
038a6738a7488b94a17d890d49042590,43,35-44,ES,2,retired,other,50-75k,128
038a863992c62e1c78f315fffb528425,30,25-34,DE,2,student,other,30-50k,155
038f7e5f1dcc30709c51f28b30d0099c,27,25-34,DE,1,employed_ft,finance,15-30k,136
038ff7912475851e6bb0e559dfb98cf9,43,35-44,DE,2,employed_ft,technology,30-50k,137
03995f639c57b2e82108d2ca13e35b0f,42,35-44,AT,2,self_employed,other,15-30k,139
039d61535e3fbf5fb08b4f1635d056d8,55,55+,DE,1,retired,other,50-75k,100
03a070cd1094e5ca8d39b167138c44e4,30,25-34,DE,2,employed_pt,technology,30-50k,119
03a1d7ebafa8683f415d437fe9295639,41,35-44,DE,2,employed_ft,technology,30-50k,151
03a28765c3bcfb7aa712d93f2698ce96,50,45-54,DE,1,employed_ft,healthcare,75-100k,141
03a43b6cf63b9a1e062293c628f1b3bf,31,25-34,FR,2,employed_ft,healthcare,30-50k,151
03a89d882cfa241aa7bc450e105343e3,41,35-44,DE,2,retired,other,50-75k,113
03a9fa6f9336f19e8a9ecd36c69fa41b,30,25-34,DE,3,employed_ft,services,15-30k,93
03aca0b806c60b8c7655f2521ba8a35a,47,45-54,AT,2,employed_ft,finance,15-30k,112
03b7fd52990714d9041d2a19dc4e4133,30,25-34,ES,2,employed_ft,finance,15-30k,134
03c1a331bb4f21d02f498e8776090fc0,47,45-54,ES,3,unemployed,other,50-75k,110
03c3b043dec3b5ac616610c19b1ae5e3,53,45-54,DE,1,employed_pt,retail,50-75k,93
03c904cb30e0a70e5aa1098588779338,39,35-44,DE,1,unemployed,other,30-50k,169
03d2bfa648f231964f19541e0c59f86e,59,55+,ES,2,retired,other,50-75k,174
03d97ed715c23b648a913155775cb2c0,56,55+,ES,2,retired,other,30-50k,108
03db388dfb232e4703511a9d52aa0428,39,35-44,DE,2,employed_pt,hospitality,30-50k,133
03dd44414883742d3cee03dd8fe4938f,54,45-54,FR,1,employed_ft,technology,75-100k,149
03e14ca2ea8a6fe54d8ce70b4515fd41,46,45-54,DE,2,employed_ft,manufacturing,50-75k,177
03ef8b4527710c604f01db7ff6edaee4,31,25-34,IE,3,self_employed,hospitality,15-30k,127
03f01986085ec123a18aa01877927ac5,36,35-44,FR,2,employed_ft,hospitality,50-75k,170
03f5f5721061b9abb019c0a20315d749,48,45-54,AT,1,employed_pt,services,30-50k,167
03ff069d545f943fc04d33cd835a10f0,43,35-44,IE,3,employed_ft,healthcare,50-75k,133
0402d43f65363b5dfc53c86ce8817dcb,32,25-34,ES,3,employed_pt,manufacturing,50-75k,104
04093677ae9a919e47ad5ca0eb14158f,38,35-44,DE,2,employed_ft,education,30-50k,132
040f86fc6cd8acef2614d1d8d6ff2cfe,60,55+,DE,1,employed_ft,finance,30-50k,172
041f40f720c88831ea143d5e2c1e284d,42,35-44,DE,2,self_employed,healthcare,30-50k,148
041fcbf478250d94db63ec37249fea00,34,25-34,DE,2,employed_ft,hospitality,30-50k,153
04233a03733e59ea8aae779852a5bb27,44,35-44,ES,1,employed_pt,education,30-50k,168
04266593043934c68c7b84c715bbeadd,48,45-54,DE,3,self_employed,healthcare,15-30k,101
0428c89134fcb35b5f38ac1b4352f867,43,35-44,DE,2,retired,other,50-75k,137
043347ad2467b081eb35784b2c5558ac,45,45-54,AT,2,unemployed,other,30-50k,137
0439b2eca39dce25f3d349adc09cdc5a,57,55+,FR,2,employed_pt,hospitality,50-75k,110
043be6ffc711b927197a4fcbed60d2ef,43,35-44,DE,1,employed_pt,retail,50-75k,142
0442149ccf2b458f9edb7258f8fec96e,42,35-44,DE,3,employed_ft,services,30-50k,83
044770e43ef46ced8bbf3bdfe42eff7c,41,35-44,DE,3,employed_ft,healthcare,50-75k,160
0456ebfa3f1dc879dfb45609df955f45,55,55+,AT,1,retired,other,50-75k,187
046286e9ebac3d0d388e50106e88438b,53,45-54,DE,2,employed_pt,services,30-50k,115
0467f0fbb272e18e787ee7267fdc70af,35,35-44,ES,2,employed_pt,technology,15-30k,122
046be360ea629181a5a1232b0f3a16d5,35,35-44,DE,2,employed_ft,hospitality,30-50k,147
047071808379b1948ca72de93c4a6314,45,45-54,DE,2,unemployed,other,15-30k,135
047523a60b8a8ff326455f280c9fdf9c,48,45-54,IE,2,employed_ft,hospitality,75-100k,163
0475caffdbcd7a09f89c3e03dbb49a52,35,35-44,DE,2,unemployed,other,30-50k,101
047bed6ed90b057320b5c8c6b162d91a,33,25-34,DE,3,employed_pt,education,30-50k,119
04822f0a32880c704759ba3c173d63cf,53,45-54,DE,2,employed_ft,technology,50-75k,119
0483ddf072e9fae4f0a8f57de19444f9,52,45-54,DE,2,employed_ft,technology,30-50k,172
0487fc197b5c035433c3be23759a3a77,23,18-24,DE,2,employed_pt,hospitality,15-30k,116
048f07697c1c3c1325890c85f31e6f5f,39,35-44,DE,2,unemployed,other,30-50k,172
04969b6f5fc50cb0f25c2be006eab8a1,38,35-44,DE,2,self_employed,finance,30-50k,125
049f700ee31bd4112333d919da9ed192,49,45-54,DE,2,employed_pt,education,50-75k,133
04a062b0b2c0323037706f4895855a8d,39,35-44,AT,2,employed_ft,education,50-75k,162
04a723c9ebb74f187f2c2995cb7eb523,48,45-54,FR,2,self_employed,finance,50-75k,145
04b4e646a3d0822c946652a96ba70091,40,35-44,DE,1,employed_ft,services,30-50k,108
04b68f6102d9fb3fa8c92ccef88d0b11,59,55+,AT,2,self_employed,healthcare,50-75k,122
04bb79e0d3edd3991aa63e4ab862f2ae,30,25-34,DE,3,employed_ft,manufacturing,30-50k,82
04c50ff1bf2b8a9d272b774c77f482ad,43,35-44,DE,1,unemployed,other,50-75k,169
04c966c60b8e8d68e0f36892b1947370,31,25-34,DE,2,unemployed,other,50-75k,146
04d04e3d197ca80d195aa05b0bccdb81,52,45-54,DE,2,employed_ft,healthcare,30-50k,87
04d44a50d917726a3640ef98e211dc3c,59,55+,DE,2,retired,other,50-75k,121
04d758b5035d42e9218092b464929905,40,35-44,DE,2,employed_pt,finance,30-50k,133
04e4266dec57747650e5b95293003374,52,45-54,AT,3,employed_ft,hospitality,50-75k,129
04ee6c25ab092191ea99430e5c35d888,43,35-44,IE,3,employed_ft,hospitality,15-30k,112
04f0644601920452b8080431f8736e2f,47,45-54,DE,2,employed_pt,hospitality,30-50k,175
04f1ef8d779b83910ca0a951dcf5ec28,38,35-44,ES,3,unemployed,other,30-50k,136
05034a3f968370b865384ede35ee72ed,36,35-44,FR,2,unemployed,other,30-50k,94
050c741eda5e60d3a7745f1d36efdb56,24,18-24,AT,2,student,other,30-50k,92
050fdfdf16c3a9fe9e665a9d26d10e13,51,45-54,DE,2,employed_ft,technology,50-75k,108
05127b3f3a3d242aad391b4704cab942,58,55+,DE,2,employed_ft,finance,50-75k,119
052181178eed955a70757080444d6a24,51,45-54,DE,2,employed_ft,services,30-50k,163
0523a8393fd20bbc47e8b6e48df18379,33,25-34,DE,1,unemployed,other,30-50k,115
052840ab87a577503c1a25df5f2f066f,42,35-44,ES,2,retired,other,50-75k,131
053213d711dbd3ebe8f7924c33231e1b,40,35-44,DE,2,employed_ft,other,30-50k,111
053e1d7906a98aa5f6ce209ce927b044,57,55+,DE,1,retired,other,30-50k,118
053ea0f51853903ef4d8c012e64e9d45,49,45-54,ES,2,self_employed,other,30-50k,109
05458c1908024ee7df382e595c982cbf,56,55+,ES,2,employed_ft,retail,50-75k,164
0550938ddcca26dd1046b56a11123fbc,51,45-54,DE,2,employed_pt,technology,50-75k,171
055fa1216bfc6a8f40d33a62537d1016,38,35-44,AT,2,self_employed,retail,75-100k,99
05605d2d27c9c5ac182594832f2c5a1b,30,25-34,DE,3,employed_ft,other,15-30k,125
05606d4fa8b35f0631d2a785ea8afe47,46,45-54,DE,3,unemployed,other,15-30k,122
0560b5f86c62104021a2fc495bb13537,46,45-54,DE,2,employed_ft,technology,30-50k,143
0568c542625f3c98987783fc523a803d,33,25-34,AT,1,employed_ft,education,30-50k,150
056c03239c74768174374b5f7704b149,25,25-34,IE,1,employed_ft,manufacturing,15-30k,158
057111d31264c6f81ed30f8eb182f32f,49,45-54,DE,2,unemployed,other,30-50k,99
057670a3267adef7c288cbca0034a326,28,25-34,DE,2,employed_ft,finance,30-50k,117
05773100215eca49421fe73f465de828,40,35-44,DE,3,self_employed,education,50-75k,162
0577c759a930e1f4fa20f3d6ea76b1dc,38,35-44,AT,3,self_employed,other,15-30k,140
0587550c6a68da8edf3eef683ef86485,43,35-44,DE,3,self_employed,other,15-30k,96
058b7598aeab35969878f574439a5827,43,35-44,DE,2,unemployed,other,30-50k,125
058cc4781144a3dbefb244ed8e2266fe,40,35-44,ES,1,employed_ft,other,50-75k,116
0592747f534b41e5864f8d06c054a8a7,59,55+,DE,2,retired,other,75-100k,181
0595d01895861939468b893a6d8dc20a,43,35-44,DE,1,employed_ft,education,30-50k,163
05a18aee18448ceb904305ca38e9a8f8,28,25-34,DE,2,student,other,15-30k,87
05ae8f2dcfd8f50891c74930caadd5ae,43,35-44,DE,2,unemployed,other,15-30k,123
05af34d78cb57f50687b4fd102fd0f64,52,45-54,DE,1,self_employed,healthcare,50-75k,142
05b911e1dfcff7f237295aedd7559601,58,55+,ES,1,employed_ft,manufacturing,50-75k,118
05bd7d1db5d3a39311b012a4ab4da458,54,45-54,IE,2,employed_pt,education,75-100k,176
05c9aeb055b59a9ad7f817764f347a36,37,35-44,DE,2,employed_pt,technology,15-30k,80
05cd970fc32d2852354b0ba5be7f93a4,26,25-34,DE,2,employed_pt,retail,30-50k,115
05ce1412d4996aa9374d7a37dc168e5f,46,45-54,FR,1,employed_ft,healthcare,50-75k,148
05d545e05bd3b19cae7f4d811cbab2fd,46,45-54,DE,2,employed_ft,technology,50-75k,173
05d7bd1af29474207e1e920a09d95efc,34,25-34,DE,2,unemployed,other,30-50k,100
05e261aa9c0486f461408995fc2b7afb,55,55+,DE,1,retired,other,30-50k,138
05e2e19c1af1d80c20f4ab72674d0ede,32,25-34,ES,2,employed_ft,technology,30-50k,91
05e79f580c4812ee86516205ef2fc323,47,45-54,AT,2,unemployed,other,30-50k,137
05f0c3e44a994e91a3e0bc908094ce2e,52,45-54,ES,2,employed_ft,retail,50-75k,119
05f3b714756c9120ffb95924ef6e5ce1,53,45-54,ES,2,employed_pt,finance,30-50k,154
05fc53e9e6b4665861087326bbe433ba,37,35-44,DE,3,unemployed,other,15-30k,126
06088d4b868e2ed5f863aad8e12aad4a,51,45-54,AT,1,self_employed,healthcare,50-75k,105
060b757702787a8a69b39a6f617c6f7f,34,25-34,ES,2,employed_ft,other,30-50k,94
061ebd64827a304ead41a11fdd685abc,35,35-44,DE,2,unemployed,other,30-50k,103
0628e82272201b6ede93d3b0652d5a62,50,45-54,DE,2,employed_ft,services,50-75k,165
062c14cfc3a456f76226f0e50a92354f,41,35-44,DE,2,unemployed,other,50-75k,136
062c7a8a220179c47ca3bd166dbff02a,36,35-44,DE,1,employed_ft,technology,50-75k,175
062f48f2fe498f60a3ea4bb54dfcc0b7,48,45-54,DE,2,self_employed,services,50-75k,96
0636384eb0e4648f60e78e35deaa400f,40,35-44,DE,2,employed_ft,technology,30-50k,101
063e7e71c00f83df607c7a1dc32e6e07,61,55+,DE,2,unemployed,other,50-75k,181
06496b97f908a93f3ea58757c3be1f48,52,45-54,FR,1,self_employed,technology,30-50k,146
0649fa8be6688d30d105c4d8f0bddfba,61,55+,DE,2,self_employed,retail,50-75k,170
064b1ce19d16b110019814cec118724c,37,35-44,DE,3,self_employed,healthcare,30-50k,156
064c39c2688d6c94a7520ac7ebb4fbf7,27,25-34,DE,3,unemployed,other,30-50k,161
0657fda6e9c598ac599910a3231f4046,61,55+,DE,2,retired,other,50-75k,110
065c013ef97471422fbfc451ffe964aa,34,25-34,DE,3,employed_ft,hospitality,15-30k,83
0672dfe0762881e99b7a26dd0d029ba1,47,45-54,DE,2,unemployed,other,15-30k,86
0676cfb21af26c4a5b838b0ae0707868,47,45-54,DE,2,employed_ft,manufacturing,30-50k,139
0679c69d2082bdf4417ead1d32729746,48,45-54,ES,2,self_employed,healthcare,30-50k,110
067e0026f6537433200c4b063d7bbc1b,42,35-44,ES,2,unemployed,other,50-75k,145
06989ac2d20557bab8797b0cb9e99a5b,36,35-44,DE,2,employed_ft,manufacturing,15-30k,158
069a509c7df40032d84d3743f32b9b03,49,45-54,ES,2,unemployed,other,30-50k,136
069f390a1d27b267c12c70dbef167ea2,31,25-34,ES,2,unemployed,other,30-50k,75
06a298c0f1d6d1f0ab3b8659b3580cc9,29,25-34,DE,3,employed_pt,technology,30-50k,111
06a5ed9ae2d2f8508ac2a60a80901ae4,43,35-44,IE,3,employed_ft,healthcare,30-50k,83
06ad1babb3f5753e873cf8657c80a14c,59,55+,FR,1,employed_pt,services,50-75k,139
06ad742668028bbeb49675a5a78acbfd,51,45-54,DE,2,retired,other,30-50k,112
06b2b352a98de9119a550fb37f168ccd,51,45-54,DE,2,employed_ft,finance,30-50k,99
06b86828a1f7356ac3a54e066bd0b17f,36,35-44,DE,1,employed_pt,manufacturing,50-75k,165
06c1a780dbadfa6a6bc937a3dc9a029d,50,45-54,DE,1,employed_ft,technology,50-75k,177
06c8a5204aa9ca54a7150e36805a1563,64,55+,ES,1,employed_ft,education,75-100k,185
06ea838c47d3806bb5874069d983d458,32,25-34,DE,3,unemployed,other,30-50k,104
06eb9649e3ab37ef383495a6a8907464,46,45-54,ES,1,employed_ft,hospitality,30-50k,156
06f94737e79555034114e4dba3d7de17,46,45-54,ES,2,retired,other,15-30k,126
0704e454b8891966dd2955406ec7252c,41,35-44,AT,3,self_employed,services,30-50k,135
0705da0242c1b3e2ca86bfa1d448571b,55,55+,AT,2,self_employed,retail,50-75k,172
07118e7a4332c84ca08957b0ba49142b,55,55+,DE,2,employed_ft,manufacturing,50-75k,184
0715807d7f030fd291bed5c2953726e0,43,35-44,DE,2,retired,other,50-75k,109
071c72a24c9f350d0cad84461a584c4e,32,25-34,ES,3,employed_ft,other,30-50k,136
0735b1d398d41aaaa9617e5dfddada90,43,35-44,DE,2,self_employed,healthcare,15-30k,129
0737010425a4f9fd40403f3804292f5e,55,55+,DE,2,employed_pt,retail,30-50k,120
0737d1ac4ab75cd2ba14fc7689197d65,59,55+,FR,2,employed_pt,services,50-75k,132
073f8078e14923d354c573136dc022b6,46,45-54,ES,2,self_employed,retail,30-50k,82
07550100592f1cc31d84073d153768d9,43,35-44,DE,2,self_employed,retail,50-75k,160
07614ae4d7944ad4089b382d7bf84600,53,45-54,AT,1,employed_ft,services,50-75k,181
076813344a609b3022e817e1d9948abd,54,45-54,ES,2,employed_ft,retail,50-75k,148
076fc97f36926855e41b393ffd0e8fea,53,45-54,DE,2,self_employed,services,50-75k,143
0770e585adc3dc76808b99191bf541b0,42,35-44,DE,3,employed_ft,manufacturing,30-50k,92
0776e9aea2491d59cce8581123a0927c,42,35-44,IE,2,employed_ft,services,15-30k,138
077a4b7c2d6d586cc2c5ccf13d747d09,48,45-54,DE,2,employed_ft,finance,15-30k,74
078b23477ccd4ee627bb4ae97858ac18,44,35-44,DE,2,employed_ft,services,30-50k,137
0798619fb56cc92a3916c488d1c82bb8,41,35-44,DE,2,employed_ft,other,50-75k,168
07a1d121cf1b186282a92b83296916fd,40,35-44,ES,3,employed_ft,hospitality,50-75k,145
07ac4adec3acd3330757491143a0871c,44,35-44,DE,2,employed_pt,hospitality,30-50k,136
07ae63b45ec49ac6c0a0eefc0f397e6e,23,18-24,DE,2,employed_ft,manufacturing,15-30k,72
07bbcb740052c541d3fa5fd5026e9f30,45,45-54,DE,2,employed_ft,healthcare,50-75k,118
07c8a200fd771e6c2e060e2f91f07135,41,35-44,IE,2,retired,other,30-50k,141
07ca06c804518ae7a36aa7256b45fa0c,34,25-34,DE,2,retired,other,30-50k,85
07d9df87f1ef56b93be5a3a8c2da423f,50,45-54,DE,2,self_employed,technology,50-75k,127
07e7c34236e6ed77b980444564506f48,23,18-24,IE,2,self_employed,healthcare,30-50k,97
